"죄종별","직업별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"배임","금융업","범죄자[명]","명","45","38","36","23","44","30","27","47","33","4",
"배임","부동산업","범죄자[명]","명","117","102","104","97","134","121","122","123","126","131",
"배임","의료보건업","범죄자[명]","명","3","7","4","2","13","5","1","4","8","2",
"배임","차량정비업","범죄자[명]","명","6","8","5","6","7","5","7","6","7","9",
"배임","노점","범죄자[명]","명","3","1","4","4","1","3","1","2","2","-",
"배임","행상","범죄자[명]","명","","1","","2","1","1","-","-","-","-",
"배임","기타사업","범죄자[명]","명","1242","1257","995","1041","1636","1295","1409","1589","1312","1092",
"배임","피고용자","범죄자[명]","명","1534","1517","1659","1685","2210","1954","2136","2232","1796","1339",
"배임","교원(사립)","범죄자[명]","명","24","24","16","16","21","13","15","17","8","6",
"배임","사무원","범죄자[명]","명","28","33","29","34","53","27","48","39","50","43",
"배임","기술자","범죄자[명]","명","12","9","17","13","22","10","20","8","14","8",
"배임","점원","범죄자[명]","명","7","4","6","1","7","8","2","9","4","4",
"배임","공원","범죄자[명]","명","3","5","12","6","1","6","6","2","2","1",
"배임","운전사","범죄자[명]","명","101","86","54","94","99","189","247","165","82","67",
"배임","경비원","범죄자[명]","명","14","14","19","12","21","19","16","11","7","7",
"배임","외판원","범죄자[명]","명","6","13","10","15","13","18","17","40","27","15",
"배임","국공영기업체직원","범죄자[명]","명","39","25","15","10","19","19","13","14","3","7",
"배임","일반회사원","범죄자[명]","명","863","751","1077","1061","1235","1109","1122","1356","1192","866",
"배임","금융기관직원","범죄자[명]","명","74","128","74","85","132","64","55","92","59","54",
"배임","유흥업종사자","범죄자[명]","명","2","2","3","3","2","5","1","4","-","-",
"배임","요식업종사자","범죄자[명]","명","19","12","24","24","32","24","20","12","10","7",
"배임","일용노동자","범죄자[명]","명","66","60","69","80","94","78","111","56","56","33",
"배임","기타피고용자","범죄자[명]","명","276","351","234","231","459","365","443","407","282","221",
"배임","전문직","범죄자[명]","명","297","317","275","347","436","326","289","430","288","213",
"배임","의사","범죄자[명]","명","30","25","24","52","41","14","32","28","12","20",
"배임","변호사","범죄자[명]","명","23","25","21","30","28","29","16","23","33","20",
"배임","교수","범죄자[명]","명","13","26","30","44","35","29","10","18","25","9",
"배임","종교가","범죄자[명]","명","35","67","72","79","77","58","44","93","51","35",
"배임","언론인","범죄자[명]","명","26","22","5","3","12","5","4","18","2","2",
"배임","예술인","범죄자[명]","명","25","8","4","10","24","9","9","8","9","10",
"배임","기타전문직","범죄자[명]","명","145","144","119","129","219","182","174","242","156","117",
"배임","공무원","범죄자[명]","명","119","94","126","115","123","129","85","67","79","203",
"배임","기타","범죄자[명]","명","3639","1023","2134","3088","893","1092","1061","378","1188","2172",
"배임","학생","범죄자[명]","명","11","12","9","9","14","22","10","4","8","12",
"배임","주부","범죄자[명]","명","220","197","191","158","183","177","148","129","97","98",
"배임","전경.의경","범죄자[명]","명","","","","","","","-","-","-","-",
"배임","공익요원","범죄자[명]","명","","","2","1","","1","-","-","1","1",
"배임","기타","범죄자[명]","명","","814","1932","2920","696","892","903","245","1082","2061",
"배임","무직자","범죄자[명]","명","1213","1239","1347","1387","1459","1301","1301","1338","1190","1073",
"배임","미상","범죄자[명]","명","2195","1155","1029","849","437","667","619","1247","1395","1558",
"풍속범죄","계","범죄자[명]","명","61383","50905","48014","41694","41083","45149","35781","32183","33779","34671",
"풍속범죄","자영자","범죄자[명]","명","15442","13113","9292","8287","9902","9432","7517","7129","6643","5791",
"풍속범죄","농.임.수산업","범죄자[명]","명","2184","1851","1567","1498","1649","1237","1099","1024","896","850",
"풍속범죄","광업","범죄자[명]","명","5","14","1","","2","5","-","2","1","5",
"풍속범죄","제조업","범죄자[명]","명","307","228","126","133","157","158","147","139","128","107",
"풍속범죄","건설업","범죄자[명]","명","795","594","775","711","784","711","602","596","592","555",
"풍속범죄","도.소매업","범죄자[명]","명","773","596","110","66","183","122","112","128","73","28",
"풍속범죄","무역업","범죄자[명]","명","83","35","44","35","64","38","29","27","27","13",
"풍속범죄","요식업","범죄자[명]","명","1093","835","450","410","415","405","302","283","253","222",
"풍속범죄","숙박업","범죄자[명]","명","120","146","88","48","56","53","29","38","42","32",
"풍속범죄","유흥업","범죄자[명]","명","581","546","221","165","269","204","165","105","99","72",
"풍속범죄","금융업","범죄자[명]","명","24","18","11","8","11","13","10","10","11","10",
"풍속범죄","부동산업","범죄자[명]","명","285","263","239","193","264","250","209","188","173","157",
"풍속범죄","의료보건업","범죄자[명]","명","15","8","2","7","20","20","10","10","6","6",
"풍속범죄","차량정비업","범죄자[명]","명","119","81","20","30","67","71","37","53","40","24",
"풍속범죄","노점","범죄자[명]","명","108","110","67","45","73","45","46","37","28","10",
"풍속범죄","행상","범죄자[명]","명","21","18","2","1","2","1","1","1","2","6",
"풍속범죄","기타사업","범죄자[명]","명","8929","7770","5569","4937","5886","6099","4719","4488","4272","3694",
"풍속범죄","피고용자","범죄자[명]","명","21422","17668","14341","12834","14868","16727","12892","11076","11027","9898",
"풍속범죄","교원(사립)","범죄자[명]","명","23","14","31","14","25","14","18","18","17","8",
"풍속범죄","사무원","범죄자[명]","명","111","64","41","37","41","52","55","36","49","64",
"풍속범죄","기술자","범죄자[명]","명","233","134","311","307","446","420","351","271","303","276",
"풍속범죄","점원","범죄자[명]","명","103","109","45","34","87","82","79","50","48","34",
"풍속범죄","공원","범죄자[명]","명","396","237","121","112","93","143","99","80","84","91",
"풍속범죄","운전사","범죄자[명]","명","3995","3629","2482","2177","2359","2091","1829","1538","1642","1221",
"풍속범죄","경비원","범죄자[명]","명","140","102","101","112","134","190","118","108","122","83",
"풍속범죄","외판원","범죄자[명]","명","59","168","90","94","130","177","106","103","98","88",
"풍속범죄","국공영기업체직원","범죄자[명]","명","35","13","7","3","13","9","12","11","3","3",
"풍속범죄","일반회사원","범죄자[명]","명","7033","5754","6331","5549","5763","7651","5556","4883","4999","4792",
"풍속범죄","금융기관직원","범죄자[명]","명","46","20","15","31","35","23","24","15","10","21",
"풍속범죄","유흥업종사자","범죄자[명]","명","247","204","113","61","157","117","73","74","79","36",
"풍속범죄","요식업종사자","범죄자[명]","명","589","408","323","302","416","413","327","257","249","225",
"풍속범죄","일용노동자","범죄자[명]","명","4427","3211","1974","1766","2088","1940","1449","1281","1086","944",
"풍속범죄","기타피고용자","범죄자[명]","명","3985","3601","2356","2235","3081","3405","2796","2351","2238","2012",
"풍속범죄","전문직","범죄자[명]","명","807","698","628","668","821","853","716","736","630","521",
"풍속범죄","의사","범죄자[명]","명","42","39","55","60","34","32","38","35","28","34",
"풍속범죄","변호사","범죄자[명]","명","4","3","6","2","","","4","4","1","-",
